userId,review
913,Gurren Lagann
914,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
915,Mi anime favorito. Puede que al principio el estilo artistico y las animaciones te resulten extrañas pero luego las amaras. La historia es en un modo simple pero eso no quita que sea increible. La banda sonora es de las mejores que escuche al punto de descargarlas para escucharlas separadas del anime. Los personajes son increibles sobre todo Kamina que seguramente sea uno de los personajes mas carismaticos que hay. 
916,I had to bump the rating down a bit because of the ending.  If not for the ending this would have easily been an 8/10.  Instead I have to rate it a 6/10.  Without spoiling anything I will simply say that the final ending brings a very depressing end to a series that was filled with hope.  I hated what happened to Nia and Simon.
917,I'm aware that people get scared off by text-walls so here's a short one for you text-wall phobics:
918,"Well how can I describe Tengen Toppa Gurren Lagann well in 1 word.....ok thats impossible but this anime is the S*** to be honest it currently is my favorite finished anime ever this anime has everything happy sad mad lies deceit mindf*** and well you get it this is awesome I HIGHLY recomend it to any anime lover please spread the love the english dub isnt bad too "
919,Story:
920,Story (7.9/10)
921,This anime had me on my toes the entire time! By the first episode I was already on my feet cheering for the characters!! ( ..you can imagine how I was at the end of it lol) I highly reccomend it. But don't fall in love in this anime once you do the charcter dies (or turns into an evil spiral) literally within the episode...
922,Shows like these are the reason why I stay in on the weekends
923,"The characters are great and the story is even better.  It is an underdogs story with great twists and turns that really keeps the viewers attention.  Everything is also tied to gether very well thoughout the entire series.  "
924,AMAZING!!!! 10/10 everyone watch this right now
925,If this series stopped at the first season I would give it a nearly perfect score sadly this is not the case and during the second season they fuck everything up completely as far as the story goes as well as any speck of physics. Everything gets really fucking stupid... They even breath in space.... If you really like this series during the first half but don't like anime that take things way too far and get WAY too far fetched. Like... WAAAAAAAAAAAAAAY over the top then stop at the first season before the time leap otherwise the second season will ruin your good memories of this anime because it takes  over the top  to an unbelievable level. You'll just be left thinking  wow this is just getting stupid . However don't let that stop you from watching the first 14 episodes. YOU WILL LOVE THE FIRST 14 EPISODES.
926,Wow. I cannot believe I wasted my time on this
927,This anime Is one of my all time favorites. The unique storyline was exexuted flawlessly! The Characters Were Awesome and are one of my favorite aspects of the show. The world was captivating and the Timeline Was stupendous! I recommend this anime for all who love anime as this is one of the greatest!
928,I had a friend say to me recently that everyone should watch this show atleast once. I wnet back and watched just part of it and the nostalgia that came back over me was somewhat overwhelming. It has been less than a year since I have watched it yet I want to go back for the ride and go on the feel train that is Gurren Lagann. I know there are many out there that say it's overhyped or that the viewers are only there for Yoko (she is a massive plus on its side) but they are wrong. It is one of the few shows that has taught me soemthing. I felt enlightened by it. I laughed and even cried once or twice. The plot was cruel to some charactyers yet they stayed the smae old lovable people they would always be. It gave me the motivation and output to see life differently. Kamina made an idiotic rant yet it meant so much. Its an amazing show.
929,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
930,Man I look at the other reviews and I actually see people taking this show seriously.  How do they do that?  This is the most awesomely ridiculous show I've ever seen in my life.  Every single action scene had me roaring with laughter.  The entire thing is one impossibly over-the-top ball of cheese.  I just had to laugh whenever Simon fights.  He starts losing then  No!  I believe in myself!  HAAAAAAAAAAAAAAHHH....GIGA DRILL BREAAAKEERRRR!!!!!!   And then he blasts through everything and everything in the entire universe explodes.  I seriously think the director of this show took all the tired old standards of mecha and shounen fight shows and exaggerated them all beyond all belief just to show how truly ridiculous it all is.  But make no mistake this show is very very fun to watch.  Tons of stuff blows up.  There's tons of really funny-looking mecha.  There's cheesy lines galore and impossible stunts.  The main character basically blows through the universe with the strength of his will.  Everything imaginable transforms/combines into a mecha.  Giant drills pop out of nowhere and suddenly embody the hope of humanity.  And there's even Yoko who is pretty much the personification of ecchi if you like that sort of thing.  
931,WHO THE HELL DO YOU THINK I AM?!
932,Story - 8.5
933,Kinda sucks
934,Just...why?? Why to kill the principal character...why? I watch ep by ep so happy that finally i found a really good stupid cool anime..and then...in ep 8 the principal character die...i have no words. I will stop watching this anime.
935,Pretty good. Has a solid story and solid characters
936,STORY:9/10 Tengen Toppa Gurren Lagann definitely has one of the best stories that I have seen in an anime. The pacing is perfect there is absolutely no filler and the time gap in the middle is not confusing as time gaps usually are. The story itself is actually pretty decent and entertaining and certainly feels full. There are a few unexpected plot twists here and there (which I will not spoil) that also make it more entertaining and makes you want more with each episode's passing. That is why it certainly deserves a 9/10 for the story.
937,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
938,Excellent. Deserves more recognition
939,Nothing's perfect. The story was good but for those waiting for the actual series this is a massive spoiler personally I don't mind. It was fairly romantic which isn't my favourite genre but it was good. The animation was better than most anime and considering I judge anime by its art it was good enough to watch. There weren't many tracks in the anime so there wasn't much to go wrong in the sound. The characters were good the opposing characters were good for their parts as well I mean nobody's perfect. Overall I give a 9 which may or may not be generous but considering that I am easily pleased it was bound to get high results.
940,This movie special was released with the 5th One Piece movie: Curse of the Sacred Sword. This story has Luffy crew/team playing againts a mixed team of One Piece characters. Very funny events happen and this makes for a very funny cool story. A must watch for One Piece fans!!!
941,Kinda sucks
942,Pretty good. Has a solid story and solid characters
943,I personally love this anime there is just something about the way the characters flow and work  off of eachother that just makes this so enjyable to watch. this is one of only five anime that i have ever rewatched. It combines hysterical comedy with fantastical action what more can you ask for?
944,When I first watched an episode of Beelzebub I thiught that it was a weired anime and I stoped watching it but awhile ago I could not find any anime that I could possible watch so I chose this one. And behold I sort of ended up liking it after all and sort of really liking some of the characters.
945,This anime was a very pleasant surprise for me!
946,Beelzebub is the story of a High School delinquent (Oga Tatsumi) who one day picks up a baby (baby Beel a demon who is the son of a demon lord) by a river. As the story progresses we are introduced to a wide variety of characters as we see how Oga eventually deals with inheriting this burden.
947,Ohh man! When I first saw this show I had not anticipated just how funny it would be. I'd have to say this is probably one of my all time favorite comedy anime of all time. 
948,Bellzebub is an anime that's best for people that want to pass their time with something light funny and longg enough to last a good amount of time. While the characters don't really change or evolve throughout the story they remain funny in their ways enough to draw s laugh from you even towards the end of the show. 
949,Oga is a high school student who frankly doesn't care about his fellow humanity. And yet a transporting demon believes him to be the ideal father of Beelzebub's son. In other words he's chosen as a demon prince's substitute father!And if that wasnt enough the baby's birth father told him to destroy humanity! So of course Oga tries to  dump  the baby on someone else. Athough its harder than it sounds since the baby only likes strong people and will electricute anyone he doesnt like! But how would a teenage boy raise a child let alone a demon prince! Simple Hilda the maid will teach him all the ropes. After all there was that little misunderstanding when she inerduced herself and the baby to Oga's parents leaving herself in their care! We watch as hilarity ensues as oga tries to raise a demon baby set on destroying the world while fending of others that aren't always human. 
950,I laughed my ass off the entire first episode.... and havnt stopped since. (so far)
951,Beelzebub is one of those shows that grow on you. At first it sounds too absurd to be true but give it some time and it will grow into a show that is not as good as the manga but is good none the less. It is worth to note that after episode 50 or so there is a lot of filler and two episodes at the end round everything up in a way that feels very rushed and unbefitting. That being said I would still recommend this anime because of its incredibly funny moments. The characters who all behave like delinquints (because that is what they are) but all of them have other sides to them too which you find out about later. The manga does a better job at showing that but still... 
952,Yup! I gave it an overall 10 <3
953,When i watched the first episode i thought it was a pretty funny anime
954,I'm going to do my best to keep this review as objective as possible.  Of course I might have to get a little subjective (though I will try to keep as many personal opinons out as possible) in the Overall section to explain just why I rated it so low.
955,Really underwhelming. Was pretty disappointed
956,Sub-par. You'd be better off watching Hunter x Hunter
957,Sub-par. You'd be better off watching Hunter x Hunter
958,Kinda sucks
959,Sub-par. You'd be better off watching Hunter x Hunter
960,Wow. I cannot believe I wasted my time on this
961,This is a very different show then what Studio Ghibli has done before talking more about a regular family and not having a continuing plot. In my mind this could have been a couple of 15 minute shorts more then a actual movie and it probably would of done a bit better since as I watched I became very confused. They time skip a lot making it sometimes hard to figure out where we are in the story but then there are things that really don’t need a time too.
962,Sub-par. You'd be better off watching Hunter x Hunter
963,Kinda sucks
964,This is one of my absolute favourites of last season but... I was also really disappointed in it in some ways. This is based off of having not read the light novels after which this anime was based so please keep that in mind.
965,You have to believe in power of love! That’s at least truth if you want to find explanation to the all unexplained mystery what this anime gave us. Because of love of me below you can find rather heavy spoilers. You have been warned
966,Wow. I cannot believe I wasted my time on this
967,Excellent. Deserves more recognition
968,When two people are brought together by the hatred received from others are they cursed or somehow blessed?
969,Um.  Okay.  I don't exactly know the point of this anime...?
970,Pretty good. Has a solid story and solid characters
971,Kinda sucks
972,Oh  my glob i loved this anime!!!!!! It was so intense at parts and i just loved the main two! It was so sad when i thought one of the was going to die or be dead i was all torn up inside.It made me cry a bit multiple times so cute <3 i loved the male characters in this and the ova was soooo wierd but amusing i wish more was made to the anime to clear up somethings like how the main female came back tell us the big secret of who Akihito really is that his mom won't spill the beans for...gah give me moreeeee epssthough they wont cuz thats how life is >->....  X3 YOU GUYS SHOULD MOST DEF. CHECK THIS ANIME OUT!!!?
973,A heartwarming story with complex world building and brilliant animation. It may be a bit short but it's worth the watch.
974,Beyond the boundary. Here you have an immortal half demon male protagonist. Really does sound like me though heh XD. Anyway and there are two protagonists in this anime and one's a girl who has blood so cursed its like acid. These two meet become great friends and deal with some normal problems like rent; and some not so normal problems like fighting demons. if you want to watch a good anime with lots of ships and cool characters this is the one for you
975,Kinda sucks
976,Beyond the Boundary is one of my favorite anime. I LOVE the animation and I thought that the action scenes were great! I wish there were more episodes!!
977,This contains a few spoilers so beware o.o
978,There aint one single thing i dont like about this anime.
979,I'm ganna hit on the good note first and then the bad.
980,Kyoto Animation why are you so wonderful?
981,Synopsis
982,Beyond the boundary is a very interesting anime all the way through the only downside is the ending. I wont do any spoilers but i feel there was a lack of information on what happend though its still a good ending. I started off skipping beyond the boundary when it first came out but i regret it now as it was really good with a load of funny interesting characters where one is a perv who love glasses but overall the idea of the main male protagonist being this over powered creature is always good to see as it makes for a interesting story. I would higlhy recommend this anime to the fans of supernatural anime and it even has a great romance side to it which we havent seen much of just yet but theres definatly hints of it. Hopefully there will be a season 2 to carry on this amazing anime but unfortunely the ending didnt leave much hope for one but you never know.
983,This was apparently an entry that got an honorable mention (no winners...) in some kind of contest for light novels held by Kyoto Animation. If this got animated over the other entries it makes you think how bad the rest must have been. Seriously this was one of the worst stinkers of Autumn 2013 for me and it had some stiff competition.
984,To call Yokohama Kaidashi Kikou “slice-of-life” is quite thenderstatement for this anime is not merely a “slice” of life; it’she entire goddamn pie. Never before have I seen an anime that soingle-mindedly focused on realism. The anime has no conflicthatsoever but instead relies entirely on the general mood of the showo entertain the audience.
985,I wanted toike it I really did. I was expecting a combination of a fun yet soothingtory a scenic setting and lots of fitting calming music. Yokohama Kaidashiikou only managed to get the scenery part right and just barely.
986,Pretty good. Has a solid story and solid characters
987,Story: 8/10
988,Really underwhelming. Was pretty disappointed
989,Shows like these are the reason why I stay in on the weekends
990,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
991,Quick! Think of any Magical Girl anime you have ever seen. Got the image in your head? Perfect let's continue.
992,"This quicly become one of my favorite animes ever. It has charm and a uniqueness all it's own. "
993,Excellent. Deserves more recognition
994,I found this anime innately creepy. Either I'm misunderstanding a pretty major concept or this anime is one of the most perverted ones I've ever seen because it appears to feature shota-con. The relationships were all creepy namely the one between Mira and Kyousuke because of their significant age gap as well as the implication they have been having sex for a long time. I didn't really let myself like this anime because of the implicit paedophilia but it was okay.
995,Anime in 200 Words: Papa to Kiss in the Dark
996,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
997,I think the creater of this ova do an great job. Im wondering if it will be change into a show.���������������������������������������
998,Wow. I cannot believe I wasted my time on this
999,Weird and disturbing.  Incest while trying to be smart about it.  The animation is a little sloppy the art style isn't anything memorable.  No real plot.  If there was any I don't remember it.  Pretty much your basic yaoi.  If you like boy's love you'll probably watch this and enjoy it somewhat.  It really is all about the sex.
1000,I like yaoi. i came across papa to kiss in the dark and as i watched it.. it was weird. i thought maybe at some point they would explain how the father and son weren't related. i saw  half of 1 episode when the father and son kissed i just had a twisted chill. i wont be able to get through this 
1,Papa to kiss in the dark isn't all bad! Interesting situation to put a 14/15 year old in if not a disturbingly overly perverted one. It isn't the best anime i'll say that but i did like it.
2,"Well here you have a very basic Yaoi Anime. The Relationship Between the 2 main leads Developes Quickly and I would have Liked to see a Slower 13 episode yaoi Anime rather than an OVA. "
3,AMAZING!!!! 10/10 everyone watch this right now
4,Wow. I cannot believe I wasted my time on this
5,AMAZING!!!! 10/10 everyone watch this right now
6,This anime was pretty hot. I would have loved to have seen an entire season of character development behind it because these characters could have been really worth the watch. It was very cute though and funny. The characters were cute as well and the sound and animation were both relatively good. I wanted more...that's the only problem.
7,AMAZING!!!! 10/10 everyone watch this right now
8,Really underwhelming. Was pretty disappointed
9,This review was pulled off the forums from an old club I used to run the format is different for that reason but still applies here.
10,Hello and welcome to my very first review; which is on the under-rated Divergence Eve.
11,Pretty good. Has a solid story and solid characters
12,Kinda sucks
13,Initially I thought Queen's Blade was rather dull watching the first few episodes. Then it got to episode 5 and quite frankly I'm glad I decided to give this anime another go. It surprised me with how well told the story is. The characters are very endearing and the animation is great. Initially it had disappointed me but then redeemed itself by delving into it's potential and the results showed. While still flawed it told it's story magnificently and then it hit home. I honestly am glad I decided to delve into it further I did it with Fractale and that sadly still fell short but this didn't. It hit home (especially episodes 9 - 12).
14,Queen's Blade: Rurou no Senshi
15,Wow. I cannot believe I wasted my time on this
16,Really underwhelming. Was pretty disappointed
17,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
18,Last week I took part in an IRC discussion created by fans of the series. The topic at hand was how the series could be made better where I put forward the idea of re-naming it “BRING ON THE PORN!!!” before quickly being ushered out so fast I hadn’t even opened my Lucozade yet.
19,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
20,what you're about to read is a massive rant from me...
21,Boobeh’s! That sums up this series to the nth degree. Thelot semi interesting the action scenes were not done well at all. Reallyhis is just one big massive fan service anime that borders being a hentai.
22,I pretty much laughed my ass off to the  close window  button. Low grade fap material and nothing else.
23,**PS-I don't recommend watching this Urusei Yatsura film unless you have seen a good amount of Urusei Yatsura since you don't want to cheat yourself out of a experience and after all this is the true ending to Urusei Yatsura
24,Really underwhelming. Was pretty disappointed
25,Really underwhelming. Was pretty disappointed
26,Really underwhelming. Was pretty disappointed
27,Usually when my friend forces me to watch the first episode of an anime I don't like it at all. So when she told me she was going to show me the first episode of El-Hazard I was like:  Oh no not again.  But this time was definately different. I loved the first episode so much that we watched to whole season that afternoon. This is definately an awesome anime.
28,This review might contain:
29,Pretty good. Has a solid story and solid characters
30,Excellent. Deserves more recognition
31,Kinda sucks
32,Not bad story isnt the greatest but still a Miyzaki.............................................................................................................................................................................................
33,Shows like these are the reason why I stay in on the weekends
34,Sub-par. You'd be better off watching Hunter x Hunter
35,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
36,Where do I start with this one?  The Shippuden movies are very hit-and-miss and that continues on for the later movies as well (which I actually saw before this one).  This movie has so many glaring errors that I was either scratching my head or groaning through it.
37,Shows like these are the reason why I stay in on the weekends
38,I felt like the plot behind this movie was broken. I liked the themes they decided to focus on as Kakashi is one of my favorite characters ever and I love his saying about rules and comrades. However... The movie went about it in the wrong way and it had characters acting OOC for the sake of the plot.
39,Wow. I cannot believe I wasted my time on this
40,Story:
41,This was by far the best Naruto movie. I've watched all the others currently out and they pale in comparison to this one. The plot was very inventive and brought many new ideas to the table. It also was not without comedic relief for the more serious parts. The animation in this movie is also superb and it has a nice atmosphere.
42,The visuals are detailed  so detailed it may ruin the story by major level.
43,Wow. I cannot believe I wasted my time on this
44,Pretty good. Has a solid story and solid characters
45,This anime is a must for military buffs. And especially those who love ships and advanced technologies that are used in modern warfare.
46,I just... someone beat me in a bet; and it was either this or Boku no Pico. I picked this... and while it's certainly the lesser of two evils; what we have here is easily one of the worst creations of OVA reality.  It's every negative stereotype in one piece of fiction and we as a human race are worse off for its creation.
47,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
48,AMAZING!!!! 10/10 everyone watch this right now
49,Kinda sucks
50,Pretty good. Has a solid story and solid characters
51,Excellent. Deserves more recognition
52,Shows like these are the reason why I stay in on the weekends
53,Wow. I cannot believe I wasted my time on this
54,Pretty good. Has a solid story and solid characters
55,As of episode 8:
56,I will preface this review with a somewhat obvious statement: If you did not like the original you aren't going to enjoy this one. If you enjoyed the first you will probably enjoy this one too. I will start out by saying that the first episode or two will be a punch in the stomach for those of you that were thrilled by the end of season one... because they basically go back to square one. Or worse. And it is just as... frustrating as the small set backs in season one but if that doesn't make you fall more in love with the series then you probably couldn't have finished season one and wouldn't be giving this season a chance. I will also note that this series is only 12 episodes giving it a feeling of missing some attachment I had for season one which is a little disappointing but that isn't by any means a completely negative comment. That said I shall get onto the bulk of the review.
57,This was a well executed 'girl and boy fall in love and get together' anime.
58,Pretty good. Has a solid story and solid characters
59,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
60,Painful.
61,As many animes that are abstract and artzy it is frustratingly hard to put into words the flood of emotions that a viewer experiences. I'll give it my best:
62,Pretty good. Has a solid story and solid characters
63,Excellent. Deserves more recognition
64,Kinda sucks
65,This is seriously my HG anime!! I think I watched it more than five times already. I just hope they air the New Prince of Tennis OVA soon T.T I also read the manga but they take forever for one chapter argh!
66,AMAZING!!!! 10/10 everyone watch this right now
67,This is a fairly good anime. It has a good plot to it but sometimes I donot like that it goes off on to too many side stories and sometimes you can loose track of the main plot. But the story line is still really good. This anime has very good animation to it. The animation at the begining of the anime is a little wired but as the anime goes on the animation gets better in the details of the characters and the moves that they make during the games. I like the voices of most of the characters if they are subbed and some of them dubbed and some of the voices ofnthe characters leave something to be desired. I like the sound of most of the music in the anime. Most of the characters are fantastic and just pure awesome. So over all this is a really good anime.
68,This is an adult based OVA with full of nudity and fan service. People who want to see lots of boobs can watch this OVA. In the end there is a little bit of love shown by the main character.     
69,AMAZING!!!! 10/10 everyone watch this right now
70,Sub-par. You'd be better off watching Hunter x Hunter
71,Kinda sucks
72,Yes a story about bread but it's very interesting. It's about a boy named Kazuma trying to make  Japan  which is the bread representing Japan. He ends up working in a famous bread shop named Pantasia and going into tornaments.  If you're looking for something to waste time on and is funny than you should watch it! :)
73,Kinda sucks
74,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
75,Shows like these are the reason why I stay in on the weekends
76,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
77,Story: [6/10]
78,Wow. I cannot believe I wasted my time on this
79,Sub-par. You'd be better off watching Hunter x Hunter
80,The anime is cutefunnyhas awesome fighting scenes and awesome characters.Everything you want in an anime.
81,Interesting anime that explores the worlds created by traumatic events
82,Chuunibyou was one of those shows labelled as a high-school comedy and I really had no cause to think otherwise until late on. It had a lovely cast plenty of good humour in the right amount and managed to somehow make something that should be cringe-worthy actually adorable. The chuunibyou syndrome is something a lot of people can relate to.
83,Sub-par. You'd be better off watching Hunter x Hunter
84,Should you watch this show? Yes
85,This is my very first review please take it easy on my judgement ^v^ Heads up this review is only for the first season.
86,Pretty good. Has a solid story and solid characters
87,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
88,I just recently finished re-watching Chuunibyou Demo KOI ga Shitai! and felt compelled to write a very favourable review.
89,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
90,Spoilers (Duh)
91,Like Toradora but with a good ending where he actually fights for the woman he loves instead of spending 20 agonizing episodes blue balling us and then finally confessing to each other and gettnig married and then getting left in the lurch and just being like  welp at least she's being responsible now!  Wait this is a chunibyou review not Toradora right? Love the  moeblob  chara designs and FINALLY I have a chara I can cosplay with Aimee - The Dark Flame Master!! VANISH INTO THE EMBRACE OF DARK FLAMES! Curious what the second season will be like since this one wrapped up pretty nicely.
92,Chuunibyo
93,Kinda sucks
94,Kinda sucks
95,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
96,Wow. I cannot believe I wasted my time on this
97,Sub-par. You'd be better off watching Hunter x Hunter
98,I loved this anime so much one of my favourite ever animes. Very funny but also romantic. :D I love these genres of anime so much! If you are like me you should definitely watch this!
99,When I started watching Quiet Country Café I was almost positive thathe anime would be pretty much identical to the original anime in moodnd tone. I was fully ready to post up a 4 sentence review sayingomething along the lines of “This is exactly the same as theriginal. If you liked the original OVA you’ll like this one too.”owever what I found was something that’s actually quite different ints own subtle fashion.
100,It’strange although Quiet Country Cafe and its prequel don’t have much differencen storytelling animation and characters I enjoyed this OVA a whole lot morehan its predecessor.
101,Secret Santa 2014 Review
102,AMAZING!!!! 10/10 everyone watch this right now
103,Una historia muy de los 80's creo que es unos de los primeros animes que vi la calidad de esta historia es muy buena pero orientada a los mas jovenes de la casa intentando no solo mostrar a grandes rastros un poco de cada cultura si no tambien dando una buena leccion al final de esta.
104,Excellent. Deserves more recognition
105,Sub-par. You'd be better off watching Hunter x Hunter
106,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
107,As a lifetime fan of yugioh in general I can honestly say this is my favorite installment in the series.  It introduced some of the coolest cards in the series has a beautiful theme song .  And the duels were excellent the animation is great and I love the characters .  I'll always have a nostalgic love of the first two but I feel this did the themes of fighting and friendship the best its a contender for my favorite anime of all time . 
108,Clustering wishes will become a new shining star! Become the path its light shines upon! Synchro Summon! Take flight Stardust Dragon!
109,This review is based off the Japanese dub.
110,Excellent. Deserves more recognition
111,Sorry if my english is bad I'm from Czech Republic
112,Pretty good. Has a solid story and solid characters
113,"I watched this Anime as a recommendation.  For me it was really weak.  Almost the whole Anime was not strong until the very end where they finally focus on Misuzu.  I feel like the whole beginning to middle-ish was wasted on the two girls whom to me didn't really matter to the story.  They were just two characters with overly-depressing stories that did not pertain to what to me was the real purpose of the show the flying girl. "
114,I will admit im a big fan of Key animes and Air is no exception to the rule its truly a emotional piece of art and stands well leaving it in your head for years to come.Parts of this review will feel like more a small written preview sorry about that its just how i compramise so i wont give a spoiler.
115,This was an interesting anime to watch; the sound and animation lured
116,*SOME SPOILERS POSSIBLE*
117,AMAZING!!!! 10/10 everyone watch this right now
118,Air is a visually stunning anime about a girl in a small town who dreams of the sky. She has been alone her whole life but this summer she runs into a stranger named Yukito who will become one of her best friends.
119,SPOILERS!!
120,Okay so I know I may sound a little harsh. But in honesty I didnt much understand the anime and when I looked at forums I found varying theories and understandings. So overall at first glance this anime can be confusing. After a second time I was able to pick up a little more and after much thought have a solid understanding of my own interpretation. However even going on that the anime isnt very clear in its intentions. 
121,Story:
122,Kinda sucks
123,-That doll is my ****ing hero
124,A great anime not one of my all-time favorites but definitely in my top ten I loved all of the characters but I was still confused when Yukito left Misuzu but he was still there in the form of the crow not a very easy to understand but a very emotional anime the bond between Misuzu and Haruko is amazing and the ending is shockingly sad I just wished he could have done something to save her this time.
125,As a note I read the manga but that was years ago. I know the anime differs greatly from the manga but I like the additions because they ease a bit of confusion that the manga presented.
126,Wow. I cannot believe I wasted my time on this
127,Wow. I cannot believe I wasted my time on this
128,Kinda sucks
129,AMAZING!!!! 10/10 everyone watch this right now
130,SPOILER ALERT! READ ON YOUR WAY RISK!(alhough it might be useful somehow)
131,"I'm sorry. I'm just not going to put this out there as one of my favorites. Air had all the elements of a compelling story but I'm going to go on record in saying that I don't think it was well executed. You had two sets of stories that were completely irrelevant to the overall storyline. I understand this was adapted from a Visual Novel. But I feel like the other girls were placed in the series as a means to torture Yukito. "
132,"I'd have to say this anime was one of the best anime's i've ever seen. I do wish it was longer though because it's so amazing. All the emotion and chemistry between each character is incredible. I really love the animation. It was beautiful. Each character was also drawn lovely. The story line of this anime was very very good. It's a good anime for all ages. I never was bored while watching it. I finished it in one day. I reccommened this to anyone. "
133,Kinda sucks
134,Story
135,This is one of my favorite little anime. despite what others say I liked the charactors of the main story because they all related to the world in some wayeven if at times they didn't feel nesisary to progressing the main plot. the order of eliments could have been improved with the flashback to the origin story being less jaring when you watch but that aside I liked how eliments from one point of the story were touched on and explained later in the second run though from the birds perspective. What really got me about the story is it wasn't a happy ending it lead you along the emotional roller coster up and down like maybe after all taht thigns would finally work out. but it has such a sad way of ending. you can delay the enevitable but breaking the cycle isn't so easy. true kanon is a simmaler kind of story in roots and style but that had a happyer ending then this one and so for me has a differant tone for who I would recomend watching this or kanon. 
136,Really underwhelming. Was pretty disappointed
137,Excellent. Deserves more recognition
138,Ah. Air the only word that comes into mind is  sad . and i don't mean that it’s sad as in depressing. But i mean the word sad as the word you say when a really fat skateboarder smashes his face in the concrete after pulling an impossible move.  sad  as in wow the poor fellow was trying so hard but failed....pretty bad. But when this skate boarder hurts himself. you'r not laughing you just payed money to see this kid do something awesome. and he just wasted your money.
139,So far I have no complaints about this anime! It's perfect! I saw it one night alone and when it got to a certain part I was screaming! Kind of a tear-jerker! Vic Mignonga stars in this anime! He makes it even more awesome! <3
140,GAAAAOOOO! Is what I got out of this… The one person Ictually liked was the Aunt. She was awesome but other than that it wasediocre and full of drama fluff that drove me up a wall. The best set ofpisodes was within the third arc of the series. It takes place way way backn the past. The story felt better told and it ends tragically in that archich is probably the main reason why I liked it. Lots loved this show and Ian see why but it’s definitely not for me even though the drama wasemi-decent.
141,Excellent. Deserves more recognition
142,Air is a chilled out drama romance anime with aspects of supernatural fantasy. I got major Clannad and Kanon vibes. This anime is a lot like Clannad IMO think the supernatural aspect of that anime but more. IMO only people with bad taste could hate this anime especially after watching all of it. Perhaps it is for a more tasteful and mature audience? I honestly found little to hate about this and it was less boring than other more story-driven action-packed anime. My eyes were peeled to the screen at all times. This is a lot like Clannad and if you're wondering which I mean both.
143,A travelling puppeteer Kunisaki Yukito has made his way to a small seaside town in search of a ‘girl in the sky’. After arriving in this town he found that his puppet show was not that popular with the local children and found himself without any money. After being woken up by a local girl Yukito suddenly had a vision of the girl in the sky. Who is this girl and is she the one he has been looking for?
144,AMAZING!!!! 10/10 everyone watch this right now
145,So I didn't get the story of this animé very well. It confused me once in a while and the switching perspectives used in Air don't make it much easier. But even though the story was to difficult to understand I think this animé is very beautiful. Especially the episodes in the end made me cry. The episodes I liked the best where the episodes that explain where the girl in the sky and Yukito originally came from. Some of the stories around specific characters Michiru and Sora kept confusing me.
146,Shows like these are the reason why I stay in on the weekends
147,Excellent. Deserves more recognition
148,Masterpiece. Same level of quality you would see out of Attack on Titan and My Hero Academia
149,The story is intriguing! It was one of the first anime I ever saw. I love the animation it is beautiful! And the characters are all very memorable . The only complaint I have is that the anime switches to an old era with different characters who are tied to the main storyline. It was presented in a confusing way with not a lot of warning or detail. However I do love the use of drama in this anime
150,Pretty good. Has a solid story and solid characters
151,Excellent. Deserves more recognition
152,"I was wondering  how can an anime be only 3 eps short with a duration of 1 minute? "
153,This is not really an anime. Its more like a animated ad for a product. The product being the manga it's based on. Did the ad work?  Well it made me get the manga so I guess it did really wished it was actually a full anime though seemed funny and cute. Overall I gave it a five because it made me want to read the manga.
154,AMAZING!!!! 10/10 everyone watch this right now
155,The first was great and this one slightly improves on the orginal with the continuing story of Rune Balton as the film begins exactly where the first one left off and this film focuses on Rune re-covering from her wonds in a place called Paradice then it switches to a rather intresting game of gamberling in the second half. The first one had alot of action and was very fast while it is the same length as the first one there is hardly action in it and Rune Balton's revenge starts to become less violent as it was in the first one but I find it more interesting...
156,Note: Since the movie is really part of the series I watched itpliced in where it belonged - however I have a review for both whichs this same review so don't bother reading both unless you reallynjoyed my review the first time. =)
157,Cowboy Bebop the Movie
158,What to say. Normally I don't care for anime movies that come from original series as they sometimes fail miserably. This was a whole other story. 
159,Well this is not my favorite movie. The first half was great but the second half wasn't. It turned out to be a broing and floppy movie. The only good thing about the movie is the storyline. Lets review:
160,Pretty good. Has a solid story and solid characters
161,Excellent. Deserves more recognition
162,Really underwhelming. Was pretty disappointed
