name,anime_id,type,episodes,rating,members
Minna Atsumare! Falcom Gakuen,21427,TV,13,5.83,3175
Misute♡naide Daisy,1936,TV,12,5.83,720
Ougon no Hou: El Cantare no Rekishikan,3496,Movie,1,5.83,308
Peeping Life TV: Season 1??,31549,TV,12,5.83,1573
Romantica Clock,21771,Special,3,5.83,8491
Satsujin Kippu wa Heart-iro,16247,OVA,1,5.83,209
Tokiwa Kitareri!!,32564,Special,1,5.83,176
Utopa,30920,Movie,1,5.83,590
Band of Ninja,5232,Movie,1,5.82,748
Denshinbashira no Okaasan,10375,Movie,1,5.82,224
Doggy Poo,4147,Movie,1,5.82,2212
Fuuun Ishin Dai☆Shogun,21821,TV,12,5.82,15758
Ice Movie,9053,Movie,1,5.82,804
Kyoto Animation: Hoshi-hen,13309,Special,1,5.82,2295
Onara Gorou,33274,TV,13,5.82,5117
PES: Peace Eco Smile,13427,ONA,7,5.82,2487
Platonic Chain,611,TV,24,5.82,1091
Shinkai no Kantai: Submarine 707,16251,OVA,1,5.82,299
Transformers Zone,6038,OVA,1,5.82,791
Variable Geo,1183,OVA,3,5.82,1999
Alexander Senki,1442,TV,13,5.81,4014
Boku no Imouto wa &quot;Osaka Okan&quot;: Haishin Gentei Osaka Okan.,16936,ONA,1,5.81,2738
Canvas: Sepia-iro no Motif,695,OVA,2,5.81,5464
Cyborg 009: The Reopening,9629,Special,1,5.81,971
Diabolik Lovers,17513,TV,12,5.81,107960
Evidence,11511,Music,1,5.81,705
Hacka Doll,25943,Special,2,5.81,2961
I&#039;m Here with You,8659,Music,1,5.81,327
Iczer-Girl Iczelion,1831,OVA,2,5.81,1194
Ishikeri,31310,Movie,1,5.81,207
Joseito,6266,OVA,1,5.81,774
Kataribe Shoujo Honoka,31377,ONA,1,5.81,241
Kidou Shinsengumi Moeyo Ken,1058,OVA,4,5.81,1114
Landlock,2078,OVA,2,5.81,965
Makkuramori no Uta,21715,Music,1,5.81,117
Moekan The Animation,625,OVA,3,5.81,1859
Ninja Ryuukenden,619,OVA,1,5.81,2281
Taneyamagahara no Yoru,2767,Movie,1,5.81,2428
Uchurei!,6947,TV,12,5.81,864
VS Knight Lamune &amp; 40 Fresh,1411,OVA,6,5.81,1381
Alice in Cyberland,5330,OVA,1,5.80,605
Cosmo Police Justy,2056,OVA,1,5.80,970
Gakuen Handsome: Haitoku no Lesson,33912,Music,2,5.79,316
Go! Go! 575,21267,TV,4,5.80,7755
Ippatsu Hicchuu!! Devander,13693,OVA,1,5.80,316
Love Like Aliens,17293,Music,1,5.80,567
Mahou no Yousei Persia: Escape!,22293,Music,1,5.80,192
Mayoiga,32438,TV,12,5.80,117090
Nurse Witch Komugi-chan Magikarte Z Special,10520,Special,1,5.80,1227
Planetes Picture Drama,10735,Special,9,5.80,1205
Relic Armor Legaciam,2094,OVA,1,5.80,686
Saiki Kusuo no Ψ-nan,19469,ONA,1,5.81,3584
Seisen Cerberus: Ryuukoku no Fatalités,32595,TV,13,5.80,49394
Shokupan Mimi,9561,TV,12,5.80,803
Sword Gai,31966,ONA,1,5.80,210
Umi no Mizu wa Naze Karai,6835,Movie,1,5.80,531
Violence Jack: Jigoku Gai-hen,1342,OVA,1,5.80,3456
Ai City,5053,Movie,1,5.79,1513
AIKa Zero Picture Drama,7453,Special,3,5.79,2554
Ano Koro no Namida wa,8669,Music,1,5.79,401
Ariel Deluxe,2837,OVA,2,5.79,615
Around,19233,Movie,1,5.79,468
Bavel no Hon,4458,Special,1,5.79,1906
Chains &amp; Rings,8628,Music,1,5.79,687
Dimension Loop,3684,OVA,1,5.79,1805
Endride,32608,TV,24,5.79,38223
Hietsuki Bushi,32618,Music,1,5.79,103
Katsudou Shashin,33187,Movie,1,5.79,607
Korekarasaki  Nando Anata to.,31252,Music,1,5.79,370
Makyou Gaiden Le Deus,4058,OVA,1,5.79,671
Mission School,21055,Music,1,5.79,243
Mizutori,8697,Music,1,5.79,275
Nana to Kaoru,9741,OVA,1,5.79,12919
Nanako Kaitai Shinsho,816,OVA,6,5.79,6733
Princess Minerva,2529,OVA,1,5.79,805
Toukiden Kiwami,25873,ONA,1,5.79,518
Usagi-chan de Cue!!,991,OVA,3,5.79,3276
Antique Heart,5926,OVA,1,5.78,616
Circuit Angel: Ketsui no Starting Grid,8898,OVA,1,5.78,424
Doukyuusei 2 (OVA) Special: Sotsugyousei,5647,OVA,3,5.78,526
Exper Zenon,10463,Movie,1,5.78,623
Kyoufu Shinbun (2014),30463,ONA,16,5.78,640
Mai Zhu,20713,Movie,1,5.78,180
Makeruna! Makendou,2081,OVA,1,5.78,555
Onnanoko tte.,29825,Special,4,5.78,171
Robo to Shoujo (Kari),11661,ONA,9,5.78,1031
Shibainuko-san,13141,TV,26,5.78,6204
Yona Yona Penguin,7314,Movie,1,5.78,469
Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,19945,Special,5,5.78,3265
1989,30234,Music,1,5.77,374
Asatte Dance,8643,OVA,2,5.77,534
Bouken Shite mo Ii Koro,5648,OVA,3,5.77,369
California Crisis: Tsuigeki no Juuka,3127,OVA,1,5.77,1604
Compiler Festa,5237,OVA,1,5.77,455
Dallos Special,10313,Movie,1,5.77,301
Hanappe Bazooka,4042,OVA,1,5.77,1164
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,33011,ONA,12,5.99,3251
Kuragehime: Soreike! Amars Tankentai,10391,Special,6,5.77,6115
Love to Live By,6667,Music,1,5.77,911
Makaryuudo Demon Hunter,6184,OVA,1,5.77,668
Maken Liner 0011 Henshin Seyo!,11269,Movie,1,5.77,238
Minarai Chameleon,8660,Music,1,5.77,140
Okitegami Kyouko no Bibouroku x Monogatari,32191,ONA,1,5.77,1771
Souseiki,3473,Movie,1,5.77,959
Stitch to Suna no Wakusei,25891,Special,1,5.77,198
Wish Me Mell,11789,ONA,2,5.77,227
Aesop&#039;s World,4709,TV,26,5.76,261
"Ai think so ",31908,Music,1,5.77,203
Channel 5.5 2nd Season,29822,ONA,4,5.76,277
Hana to Mogura,13089,Movie,1,5.76,210
Macross Fufonfia,4939,ONA,20,5.76,2189
Molly Star-Racer,9361,Music,1,5.76,914
Mugen Shinshi: Bouken Katsugeki-hen,8162,OVA,1,5.76,418
Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,3886,Movie,1,5.76,2029
Wake Up! Dodo,30425,Music,1,5.76,140
Beat Shot!!,7155,OVA,1,5.75,303
Biohazard 4D-Executer,5624,Special,1,5.75,2423
Bounty Dog: Getsumen no Ibu,1811,OVA,2,5.75,1752
EDEN,19137,Music,1,5.75,1159
Gekkou Shokudou,32761,Music,1,5.75,92
It Girl,27793,Music,1,5.75,961
Life no Color,6305,Movie,1,5.75,1441
Marie &amp; Gali Special,6684,Special,1,5.75,407
Minions x Godzilla x Toho Cinema Collaboration Tokubetsu Eizou,32699,Special,1,5.75,123
Mugen Senshi Valis,22943,Special,1,5.75,215
Onna Senshi Efe &amp; Jira: Gude no Monshou,2069,Movie,1,5.75,545
Toilet no Kamisama,25639,Music,1,5.75,165
Wasure-boshi,21591,ONA,1,5.75,451
B Who I Want 2 B,31880,Music,1,5.74,413
Bulg-eunmae,1776,Movie,1,5.74,582
Elf 17,9324,OVA,1,5.74,584
Galerians: Rion,1611,OVA,3,5.74,2002
Glass no Kamen Desu ga,17707,TV,3,5.74,773
Go! Go! 575: Meippai ni  Hajiketeru?,28077,Special,1,5.74,1628
Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,1759,OVA,1,5.74,1950
Shokupan Mimi Specials,32875,Special,4,5.74,122
Uchuu Hikoushi no Uta,8704,Music,1,5.74,351
Kai Doh Maru,1622,OVA,1,5.73,5712
Kyoto Animation: Hassou-hen,17811,Special,1,5.73,2246
Lance N&#039; Masques,24011,TV,12,5.73,31827
Lost Forest,21089,Music,1,5.72,302
Minarai Diva,23375,TV,10,5.73,982
Monkey Punch no Sekai: Alice,3640,OVA,1,5.73,715
Moonrakers,23835,ONA,1,5.73,1013
Oosouji,24199,Music,1,5.73,346
UG☆Ultimate Girls,354,TV,12,5.73,6025
White Fantasy,28775,Special,1,5.73,503
Bamboo Blade: Fanfu-Fufe-Fo,28813,Special,2,5.72,484
Christmas,17245,Music,1,5.72,356
Crash!,15893,Special,3,5.70,1015
Kyoto Animation: Ajisai-hen,13259,Special,1,5.72,2682
Kyoufu no Bio Ningen Saishuu Kyoushi,2780,OVA,1,5.72,1628
Mahou no Pen,7524,Movie,1,5.72,152
Marine Bloomin&#039;,33910,Music,1,5.72,123
Pareo wa Emerald,30576,Music,1,5.72,128
Q Transformers: Kaette Kita Convoy no Nazo,28401,TV,13,5.72,404
R20: Ginga Kuukou,6390,Special,1,5.72,563
Refrain,32781,Music,1,5.72,104
Shimanchu MiRiKa,10407,Special,1,5.72,267
Tora-chan to Hanayome,12603,Movie,1,5.72,386
Ugokie Kori no Tatehiki,3929,Movie,1,5.72,580
Wild 7 Another Bouryaku Unga,1745,TV,13,5.72,339
Ankoku Shindenshou Takegami,1244,OVA,3,5.71,912
Capricorn,2053,OVA,1,5.71,1207
Cosmos Pink Shock,4150,OVA,1,5.71,981
Gyo,10417,OVA,1,5.71,27005
Kanojo ga Kanji wo Suki na Riyuu.,31618,ONA,2,5.71,449
Macross XX,5051,Special,1,5.71,1609
Minihams no Kekkon Song,22469,Music,1,5.71,147
Murder,3743,Movie,1,5.71,963
OZ,2785,OVA,2,5.71,720
Psychic Force,1027,OVA,2,5.71,1069
Shin Megami Tensei: Tokyo Mokushiroku,1338,OVA,2,5.71,2871
Ai Mai! Moe Can Change!,12501,OVA,1,5.70,4953
Big Order (TV),31904,TV,10,5.70,84079
Dead Heat,10780,OVA,1,5.69,495
Densha Kamo Shirenai,6777,Music,1,5.70,528
Kaette Kita Top wo Nerae! Kagaku Kouza,24123,Special,2,5.70,864
Last Orders,21663,Special,1,5.70,395
Nulu-chan to Boku,20869,ONA,1,5.70,141
Shinano Mainichi Shinbun,25271,Special,1,5.71,1153
Wakusei Daikaiju Negadon,3070,Movie,1,5.70,812
World Fool News,24437,ONA,6,5.70,268
Yuureisen,11447,Movie,1,5.70,609
Dennou Sentai Voogie&#039;s★Angel,2453,OVA,3,5.69,1132
Fushigi na Kusuri,13083,Movie,1,5.69,218
Gundress,1160,Movie,1,5.69,2005
Hagane Orchestra,34013,TV,12,5.69,1499
Koroshiya-san: The Hired Gun,20329,TV,10,5.69,4608
KY Kei JC Kuukichan,19925,ONA,6,5.69,394
Kyoufu Densetsu Kaiki! Frankenstein,6978,Special,1,5.69,578
Momo Kyun Sword,22225,TV,12,5.69,19246
Peeping Life: The Perfect Emotion,16371,OVA,10,5.69,349
Pink Mizu Dorobou Ame Dorobou,11659,Movie,1,5.70,339
Transformers: Robot Masters,7862,Special,2,5.69,485
Yakusai Kochou,2384,OVA,1,5.69,1025
009 Re:Cyborg x Zip,32737,ONA,10,5.68,198
Baby Felix,8220,TV,65,5.68,240
Bishoujo Mobage: Mobami-chan,25991,ONA,1,5.68,763
Delpower X Bakuhatsu Miracle Genki!,2058,OVA,1,5.68,644
Dream C Club Pure Songs Clips,9650,Music,2,5.68,358
Good Morning,8626,Music,1,5.68,1381
Hoka Hoka Oden no Uta,24321,Music,1,5.68,394
Joker: Marginal City,3661,OVA,1,5.68,533
Jungle de Ikou!,2524,OVA,3,5.68,3185
Kaede New Town,5799,Movie,1,5.68,344
Kuro Nyago,4398,Movie,1,5.68,1979
Momoya x Peeping Life: Go en Desu yo!,19337,ONA,4,5.68,218
Planzet,8297,Movie,1,5.68,2923
PostPet Momobin,1656,TV,24,5.68,215
Shinjuku Shin-chan Patrol: Warui Otona ni Ki wo Tsukete,5193,ONA,1,5.68,155
Sora wa Koko ni Aru,23917,Music,1,5.68,140
Sotsugyou M: Ore-tachi no Carnival,2779,OVA,2,5.68,1268
Violence Jack: Hell&#039;s Wind-hen,1343,OVA,1,5.68,3182
Anime Tenchou Movie,9861,Movie,1,5.67,1280
Barom One,1667,TV,13,5.67,772
Be-Boy Kidnapp&#039;n Idol,2220,OVA,1,5.67,4311
Eien no Aselia,503,OVA,2,5.67,3132
I Love Sky,25975,Special,1,5.67,121
InaDan Movie x Mameshiba Collab CM,33544,Special,2,5.67,199
Kyoto Animation: Sora-hen,13375,Special,1,5.67,2306
Majuu Sensen: The Apocalypse,1708,TV,13,5.67,747
Mayonaka wa Junketsu,22093,Music,1,5.67,162
Moving Colors,33449,Movie,1,5.67,109
Nakoruru: Ano Hito kara no Okurimono,1937,OVA,1,5.67,1014
Rakugaki Picasso,24201,Music,1,5.67,310
Reunion (Music),19287,Music,1,5.67,1229
Riki-Oh 2: Horobi no Ko,3511,OVA,1,5.67,725
Stay the Same,15653,Music,1,5.67,160
Tokyo Juushouden,1052,OVA,3,5.67,1001
Vanquished Queens Specials,18231,Special,4,5.67,2670
Backkom: Jung-gug Gijeogwi,26015,Special,1,5.66,117
Digital Juice,1105,OVA,6,5.66,3880
Futago no Mahoutsukai Lico to Gli,25293,ONA,4,5.66,237
Gokicha!!,10258,ONA,2,5.66,5615
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,434,OVA,1,5.66,3367
Meat or Die,7721,ONA,12,5.66,161
Midori no Neko,11799,OVA,1,5.66,556
Nebula feat. Hatsune Miku,20857,Music,1,5.66,1006
E no Umakatta Tomodachi,24197,Music,1,5.65,360
Happy ComeCome,29515,Movie,1,5.65,758
Homé-Pato the Movie,30766,ONA,1,5.65,217
Maryuu Senki,6061,OVA,3,5.65,812
Power Dolls,1820,OVA,2,5.65,921
Souhaku Shisuferia,13857,Music,1,5.65,261
Timing,9662,ONA,1,5.65,558
Tomoe ga Yuku!,4927,OVA,2,5.65,317
Yubi wo Nusunda Onna,30862,Movie,1,5.65,223
100%,7374,OVA,1,5.64,363
Abashiri Ikka,305,OVA,4,5.64,2000
Ariel Visual,2839,OVA,2,5.64,653
Asa ga Kuru mae ni: Sasurai Version,22411,Music,1,5.64,187
Big Wars: Kami Utsu Akaki Kouya ni,2622,OVA,1,5.64,1512
Docchi ni Suru?,6797,Movie,1,5.64,398
Fen Qing,30534,Music,1,5.64,120
Francesca,22955,TV,24,5.64,6487
Happy Kappy,10347,TV,25,5.64,792
Hit wo Nerae!,964,TV,8,5.64,3772
Ikeike! Momon-chan,18133,TV,15,5.64,443
Kaumori,5631,Movie,1,5.64,663
Pair,11189,Music,1,5.64,675
Suzakinishi the Animation,30826,TV,12,5.64,3190
Yumekuri,15535,OVA,1,5.64,4218
A-Girl,5447,OVA,1,5.63,585
Bernard-jou Iwaku.,33462,TV,12,5.63,9367
Hit wo Nerae! Specials,1741,Special,4,5.63,1016
Kimi wa Tomodachi,29353,Music,1,5.63,99
Kinniku Banzuke: Kongou-kun no Daibouken!,10360,TV,3,5.63,192
Kokoro ga Sakebitagatterunda. x Sony Hi-Res &quot;Walkman&quot; and Headphone,33170,Special,1,5.63,1038
Marine Dreamin&#039;,33909,Music,1,5.63,126
Neon The Animation,17697,ONA,6,5.63,413
Obake no Dokurou,30324,ONA,1,5.63,655
Pan de Peace!,31498,TV,13,5.63,18420
Teddy,30394,Movie,1,5.63,105
Twinkle Heart: Gingakei made Todokanai,10355,OVA,1,5.63,307
Angel&#039;s Feather,1640,OVA,2,5.62,14248
Boku wa Konomama Kaeranai,1216,OVA,1,5.62,6148
Bologee Story,7504,ONA,1,5.62,336
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe Special,25439,Special,1,5.62,1665
Double-J,10838,TV,11,5.62,8467
Kipling Jr.,7450,Movie,1,5.62,293
Megami Tengoku,2528,OVA,2,5.62,952
RS Keikaku: Rebirth Storage,32950,Special,1,5.62,4648
Sono Mukou no Mukougawa,12993,Music,1,5.62,267
Uchuu Kyoudai: Apo&#039;s Dream,13479,OVA,1,5.62,2323
Urarochi Diamond,4098,OVA,1,5.62,572
663114,13971,Movie,1,5.61,1701
Anitore! EX,31519,TV,12,5.62,15005
Apartment!,8701,ONA,1,5.61,819
Blame! Special,3429,Special,1,5.61,4087
Choro Q Dagram,2258,Movie,1,5.61,403
Copihan,10801,ONA,7,5.61,6167
Good Morning Althea,2482,OVA,1,5.61,830
Jikuu Ihoujin Kyoko: Chocola ni Omakase!,1613,OVA,1,5.61,2039
Meiji x Kokosake &amp; anohana Receipt Oubo Campaign,31165,Special,2,5.60,2732
Minihams no Ai no Uta,22467,Music,1,5.61,161
SD Gundam Force,2391,TV,52,5.61,4825
With You: Mitsumeteitai,2538,OVA,2,5.61,669
Amon Saga,2249,OVA,1,5.60,2781
Atama wa Tsukaiyou. Card mo Tsukaiyou.,29141,Special,1,5.60,177
Bavi Stock,10105,OVA,2,5.60,357
Be Blues! Ao ni Nare,22205,ONA,1,5.60,154
Kennosuke-sama,18603,OVA,1,5.63,257
Kimi ga Nozomu Eien: Gundam Parody,9170,Special,1,5.60,4159
Okashina Hotel,22841,Special,1,5.60,309
Old City Ward,19239,Music,1,5.60,278
Peeping Life,6525,TV,10,5.60,1534
Rinkaku,18831,Music,1,5.60,606
Wake Up,31568,Music,1,5.60,254
3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku,24181,Music,1,5.59,385
Heya/Keitai,23061,Movie,1,5.59,311
MapleStory,2719,TV,25,5.59,3327
Nekketsu Tantei Jimusho,20581,ONA,5,5.59,229
Nihonichi Momotarou,5632,Movie,1,5.59,705
Prayers,2455,OVA,2,5.59,952
Shounen Jack to Mahoutsukai,9392,Movie,1,5.59,230
Sparrow&#039;s Hotel,17849,TV,12,5.59,6654
Sugio: Mori de Koi wo Shite,31807,ONA,3,5.59,101
Toyama Kankou Anime Project,10511,Special,6,5.59,580
Virus: Virus Buster Serge,2364,TV,12,5.59,2250
Worku,7511,ONA,2,5.59,216
Yuki no Taiyou Pilot,15021,Special,1,5.58,1051
Anitore! EX: Jigoku no Training,32886,Special,5,5.58,961
Baguda-jou no Touzoku,28041,Movie,1,5.58,185
Fantasia,3597,OVA,1,5.58,877
Fushigi no Umi no Nadia: Original Movie,1252,Movie,1,5.58,3644
I Love Picnic,25973,Special,1,5.58,110
Marriage: Kekkon,2082,OVA,2,5.58,670
Meow no Hoshi,32588,OVA,1,5.58,212
Michi (Music),7296,Music,1,5.58,431
Mirai Koushi Harima SACLA,21471,ONA,1,5.58,577
Oshiri Kajiri Mushi (TV) 4th Season,31747,TV,10,5.58,252
PoPo Loouise,24315,Music,1,5.58,106
Shinrabanshou: Tenchi Shinmei no Shou,24719,ONA,1,5.58,326
Tokyo Juushouden: Fuuma Gogyou Denshou,25591,OVA,3,5.58,217
Hungry Zombie Francesca!!,33578,Music,2,5.57,242
Kaitou Reinya Pilot,18375,Special,1,5.57,438
Kaze no Invitation,23157,Music,1,5.57,229
Minna Atsumare! Falcom Gakuen SC Special,30489,Special,1,5.57,308
Sayonara Space Shuttle,32856,Music,1,5.57,93
Surprise 4 U.,24237,ONA,2,5.57,126
Tokyo Babylon: Vision,24139,Music,1,5.57,499
_Summer Specials,4827,Special,2,5.57,1977
DPR Special Movie,20951,Special,1,5.56,602
Fr/day Night,32854,Music,1,5.57,167
Hermes: Ai wa Kaze no Gotoku,6937,Movie,1,5.56,425
Hyakka Zukan,7244,Movie,1,5.56,446
Juujika You and I,19481,Music,1,5.56,244
Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,27949,ONA,1,5.56,223
Nekko-kun,8773,Music,1,5.56,185
Oira Sukeban,2790,OVA,1,5.56,955
Organic,13519,ONA,1,5.56,183
Scandal,6491,ONA,12,5.56,1062
Sengoku Choujuu Giga,33803,TV,26,5.56,3248
Shokichi Monogatari,9910,Music,1,5.56,180
Tokyo Vice,2003,OVA,1,5.56,711
48x61,10979,ONA,1,5.55,779
AKB48 Stage Fighter,29850,Special,1,5.55,359
And And,19217,Music,1,5.55,470
Choujin Locke Special,17048,Special,1,5.55,171
Hizumu Realism,32749,Music,1,5.55,130
Kid&#039;s Castle,7451,Movie,1,5.55,337
Koguma no Koro-chan,9850,Movie,1,5.55,248
Loups=Garous Picture Drama,10104,Special,1,5.55,1041
Message Song,8752,Music,1,5.55,168
Mushi no Tameiki,10941,Music,1,5.55,465
Nemure Omoi Ko  Sora no Shitone ni,30473,Movie,1,5.53,508
New Hal &amp; Bons,3517,OVA,9,5.55,174
Osu,1982,Movie,1,5.55,2021
Schick x Evangelion,31115,Special,2,5.56,2021
Space Travelers The Animation,3817,OVA,1,5.55,358
Television,8682,ONA,1,5.55,322
Watashitachi  Luck Logic-bu!,32084,TV,12,5.55,1417
Yume kara  Samenai,7482,OVA,1,5.55,366
Glasslip,23079,TV,13,5.54,94108
Hanaori,7255,Movie,1,5.54,450
Niedola,31641,Music,1,5.54,131
Pi~hyara Kouta,22473,Music,1,5.54,128
Tomato ni Natta Otokonoko,31624,ONA,1,5.54,190
W: Wish Omake,9967,Special,4,5.54,802
Adesugata Mahou no Sannin Musume,5246,OVA,1,5.53,542
Choushin Hime Dangaizer 3,1627,OVA,4,5.53,919
Cornelis,13369,Movie,1,5.53,202
Dengeki Oshioki Musume Gootaman R: Ai to Kanashimi no Final Battle,5549,OVA,1,5.53,1258
Kamakura,28987,Movie,1,5.53,164
Oshiri Kajiri Mushi (TV) 2nd Season,19755,TV,32,5.53,450
Peeping Life: The Perfect Evolution,16373,OVA,10,5.53,313
Seishoujo Kantai Virgin Fleet,1772,OVA,3,5.53,892
Shigeo wa Handsome,33692,ONA,1,5.53,119
Shiroi Michi,8696,Music,1,5.53,207
Tabi,7258,Movie,1,5.53,558
The Impression of First Gundam,19977,Special,1,5.53,585
Akai Boushi,8731,Music,1,5.52,389
Elysium,2941,Movie,1,5.52,950
Haja Kyosei G Dangaiou,2521,TV,13,5.52,1377
Happy Kappy Recap,11389,Special,1,5.52,191
Hiyoko Gumo,8782,Music,1,5.52,490
makemagic,32346,Music,1,5.52,178
Modern No.2,19219,Movie,1,5.52,374
Summer Train!,31107,Special,1,5.52,247
Insomniac,29955,Music,1,5.51,108
Kämpfer Picture Drama,7782,Special,1,5.51,10213
Kouryuu no Mimi: Mina no Shou,2737,OVA,2,5.51,311
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,19207,TV,10,5.51,1936
SOS TV Walpurgis Night Fever Episode 0,8710,Special,1,5.51,542
You Shoumei Bijutsukan Line,6183,OVA,1,5.51,483
Macross Fufonfia Specials,28809,Special,3,5.50,335
Mini-Chara Macross,31494,Special,1,5.50,278
Peeping Life: The Perfect Emotion Special,17161,Special,1,5.50,231
Pony Metal U-GAIM Promotion Film,19279,Special,1,5.50,298
Saiko Robot Kombock,3772,TV,25,5.50,2399
Samurai Spirits: Haten Gouma no Shou,2591,Special,1,5.50,1958
Sentou Yousei Shoujo Tasukete! Mave-chan,1515,OVA,1,5.50,2100
The Tales of Rien Village #1: &quot;Toilet ni Ittokiya&quot;,7423,ONA,1,5.50,365
Tobacco to Hai,12295,Movie,1,5.50,319
Venus Project: Climax,30251,TV,6,5.50,4974
Zekkyou Gakkyuu,15891,Special,3,5.50,1651
Zonmi-chan: Meat Pie of the Dead,32934,Special,1,5.50,676
Buddy Spirits,21107,ONA,1,5.49,343
Chinka,29609,Special,1,5.49,132
Harbor Light Monogatari: Fashion Lala yori,3320,OVA,1,5.49,800
Hikenai Guitar wo Hikundaze,30428,Music,1,5.49,217
Ikeike! Momon-chan Specials,18425,Special,3,5.49,321
Nora,2088,OVA,1,5.49,486
Sanjougattai Transformers Go!,19171,OVA,10,5.49,256
Tarou-san no Kisha,5873,Movie,1,5.49,662
Top wo Nerae 2! Kagaku Kouza,20547,Special,3,5.49,737
Yasashii Lion,12789,Movie,1,5.49,186
Zekkyou Gakkyuu: Tensei,33103,Special,2,5.49,844
Call Me Tonight,2147,OVA,1,5.48,3777
Charady no Joke na Mainichi,6131,TV,365,5.48,1612
Hen,2317,OVA,2,5.48,2153
Inferno Cop: Fact Files,17843,ONA,12,5.48,3846
Itsumademo Tabibito,8718,Music,1,5.48,226
Kujira (1952),7528,Movie,1,5.48,317
Kyutai Panic Adventure Returns!,23935,Special,1,5.46,691
Mikan-bune,7497,Movie,1,5.48,190
Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,13515,ONA,1,5.48,354
Oshiri Kajiri Mushi (TV) 3rd Season,27687,TV,10,5.48,335
Princess Army: Wedding★Combat,3605,OVA,2,5.48,603
Sun Set Sun,32764,Music,1,5.48,93
Wagamama High Spec,31439,TV,12,5.48,19984
3-tsu no Hanashi,8774,Special,1,5.47,257
Ame-iro Cocoa in Hawaii,33245,TV,12,5.47,2516
Bokura no Hero,15525,Music,1,5.47,202
Compiler,3026,OVA,2,5.47,1028
Diabolik Lovers Recap,20919,Special,1,5.47,11802
Eien no Hou,6939,Movie,1,5.47,581
Explorer Woman Ray,4252,OVA,2,5.47,594
Onigiri,32606,TV,13,5.47,15364
Ijime: Ikenie no Kyoushitsu,12599,OVA,1,5.46,805
Keitai Shoujo,1725,ONA,6,5.46,3655
LolitA☆Strawberry in Summer,24633,Music,1,5.46,196
Luigi&#039;s Toy Adventure,28717,ONA,1,5.46,455
Many Things SD Gundam,30840,Special,2,5.46,249
Ozmafia!!,32697,TV,12,5.46,10290
Violence Jack: Harlem Bomber-hen,1341,OVA,1,5.46,4566
Yami no Shihosha Judge,1340,OVA,1,5.46,1488
Zettai Junpaku♡Mahou Shoujo,16656,OVA,1,5.46,5410
Daimajuu Gekitou: Hagane no Oni,1819,OVA,1,5.45,1112
Dangobei Torimonochou: Hirake - Goma no Maki,28057,Movie,1,5.45,129
Happy Weekend,8772,Music,1,5.45,166
Kangaroo no Tanjoubi,6843,Movie,1,5.45,419
Kumo ga Haretara,8717,Music,1,5.45,297
Lightning Trap: Leina &amp; Laika,3596,OVA,1,5.45,406
Master of Torque 2,25393,ONA,1,5.45,329
Military! Special,30600,Special,1,5.46,2063
Mushiba Tetsudou,27437,Movie,1,5.45,158
Mutant Turtles: Choujin Densetsu-hen,1059,OVA,2,5.45,1660
Omake,10674,Movie,1,5.45,339
Saru Masamune,4391,Movie,1,5.45,659
Swimming,29956,Movie,1,5.45,125
Urawa no Usagi-chan,27927,TV,12,5.45,8554
Ano Ko ni 1000%,7475,OVA,1,5.44,1084
Answer,32789,Music,1,5.44,103
Coffee Break,29629,Movie,1,5.44,265
Fuku-chan no Sensuikan,7523,Movie,1,5.44,183
Idol Ace,7569,ONA,1,5.44,559
Juliet,8993,OVA,1,5.44,284
Kigurumikku V3,6318,ONA,3,5.44,1181
Kitsutsuki Keikaku,13085,Movie,1,5.44,194
Orchestra,29946,Music,1,5.44,137
Recorder,29771,Movie,1,5.44,199
Shin Tenchi Souzou,29673,Movie,1,5.44,129
Soul Reviver,18723,Special,1,5.44,326
Zettai Shougeki: Platonic Heart Picture Drama,21215,Special,4,5.44,481
Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue Specials,30739,Special,3,5.44,1264
Tarzan,30341,Movie,1,5.43,130
Toushinden,2462,OVA,2,5.43,2400
Yakimochi Caprice,15533,Special,2,5.43,328
Balloon,31309,ONA,1,5.42,230
Benkei tai Ushiwaka,12561,Movie,1,5.42,410
Digital Devil Story: Megami Tensei,2983,OVA,1,5.42,2660
Netrun-mon the Movie,1075,OVA,1,5.42,961
Oira no Yakyuu,5826,Movie,1,5.42,866
Pacusi,7448,TV,18,5.42,215
Picotopia,21607,ONA,1,5.42,547
Soukihei MD Geist,1285,OVA,1,5.42,7802
Toei Robot Girls,10954,ONA,1,5.42,1208
Ahiru Rikusentai,28241,Movie,1,5.41,178
Arcade Gamer Fubuki,1596,OVA,4,5.41,3201
Bishoujo Yuugekitai Battle Skipper,1528,OVA,3,5.41,883
